figure,panel,element,source_file,source_value,rendered_value,status
FIG_S3,A,"pairwise difference (pair-0105, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.008920993136453115,0.008920993136453115,MATCH
FIG_S3,A,"pairwise difference (pair-0106, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.1394095981900263,0.1394095981900263,MATCH
FIG_S3,A,"pairwise difference (pair-0107, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.019044161257154357,0.019044161257154357,MATCH
FIG_S3,A,"pairwise difference (pair-0108, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.03321012760856956,0.03321012760856956,MATCH
FIG_S3,A,"pairwise difference (pair-0109, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.02132416528135128,0.02132416528135128,MATCH
FIG_S3,A,"pairwise difference (pair-0203, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.011233333709815163,0.011233333709815163,MATCH
FIG_S3,A,"pairwise difference (pair-0204, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.01323998963510864,0.01323998963510864,MATCH
FIG_S3,A,"pairwise difference (pair-0205, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.02322201051751882,0.02322201051751882,MATCH
FIG_S3,A,"pairwise difference (pair-0206, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.13130447635282116,0.13130447635282116,MATCH
FIG_S3,A,"pairwise difference (pair-0207, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.0302634072218555,0.0302634072218555,MATCH
FIG_S3,A,"pairwise difference (pair-0208, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.0013106202834614056,0.0013106202834614056,MATCH
FIG_S3,A,"pairwise difference (pair-0209, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.009918432373510755,0.009918432373510755,MATCH
FIG_S3,A,"pairwise difference (pair-0304, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.008691725245859816,0.008691725245859816,MATCH
FIG_S3,A,"pairwise difference (pair-0305, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.0070791732688622044,0.0070791732688622044,MATCH
FIG_S3,A,"pairwise difference (pair-0306, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.14434930169580318,0.14434930169580318,MATCH
FIG_S3,A,"pairwise difference (pair-0307, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.013103547921628267,0.013103547921628267,MATCH
FIG_S3,A,"pairwise difference (pair-0308, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.007845168460693275,0.007845168460693275,MATCH
FIG_S3,A,"pairwise difference (pair-0309, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.0004540325105311105,0.0004540325105311105,MATCH
FIG_S3,A,"pairwise difference (pair-0405, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.012937504206557482,0.012937504206557482,MATCH
FIG_S3,A,"pairwise difference (pair-0406, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.11734626800166015,0.11734626800166015,MATCH
FIG_S3,A,"pairwise difference (pair-0407, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.0024351495077385987,0.0024351495077385987,MATCH
FIG_S3,A,"pairwise difference (pair-0408, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.007893270320107781,0.007893270320107781,MATCH
FIG_S3,A,"pairwise difference (pair-0409, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.005505729687066863,0.005505729687066863,MATCH
FIG_S3,A,"pairwise difference (pair-0506, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.14315971637331526,0.14315971637331526,MATCH
FIG_S3,A,"pairwise difference (pair-0507, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.012556408940613162,0.012556408940613162,MATCH
FIG_S3,A,"pairwise difference (pair-0508, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.005343865548249727,0.005343865548249727,MATCH
FIG_S3,A,"pairwise difference (pair-0509, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.01804220949552504,0.01804220949552504,MATCH
FIG_S3,A,"pairwise difference (pair-0607, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.16367423863383035,0.16367423863383035,MATCH
FIG_S3,A,"pairwise difference (pair-0608, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.11867716642042236,0.11867716642042236,MATCH
FIG_S3,A,"pairwise difference (pair-0609, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.15552736157438884,0.15552736157438884,MATCH
FIG_S3,A,"pairwise difference (pair-0708, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.014218009478673022,0.014218009478673022,MATCH
FIG_S3,A,"pairwise difference (pair-0709, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.00900947422905407,0.00900947422905407,MATCH
FIG_S3,A,"pairwise difference (pair-0809, success)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.01019997892630764,0.01019997892630764,MATCH
FIG_S3,B,median pairwise difference (failure),outputs\earlyeval_phase1a_same_predictor_transfer\analysis\primary_gate.json,0.03851135966145047,0.03851135966145047,MATCH
FIG_S3,B,bootstrap CI lower (failure),outputs\earlyeval_phase1a_same_predictor_transfer\analysis\primary_gate.json,0.03181737446762412,0.03181737446762412,MATCH
FIG_S3,B,bootstrap CI upper (failure),outputs\earlyeval_phase1a_same_predictor_transfer\analysis\primary_gate.json,0.06399701826303028,0.06399701826303028,MATCH
FIG_S3,B,"pairwise difference (pair-0001, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.07241389985651481,0.07241389985651481,MATCH
FIG_S3,B,"pairwise difference (pair-0002, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.11398441874072995,0.11398441874072995,MATCH
FIG_S3,B,"pairwise difference (pair-0004, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.027431113123136397,0.027431113123136397,MATCH
FIG_S3,B,"pairwise difference (pair-0005, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.01466604448273956,0.01466604448273956,MATCH
FIG_S3,B,"pairwise difference (pair-0006, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.01773134634422613,0.01773134634422613,MATCH
FIG_S3,B,"pairwise difference (pair-0007, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.03851135966145025,0.03851135966145025,MATCH
FIG_S3,B,"pairwise difference (pair-0008, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.00836401441548884,0.00836401441548884,MATCH
FIG_S3,B,"pairwise difference (pair-0009, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.06933702096207328,0.06933702096207328,MATCH
FIG_S3,B,"pairwise difference (pair-0102, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.027682529624851737,0.027682529624851737,MATCH
FIG_S3,B,"pairwise difference (pair-0104, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.02022485243077876,0.02022485243077876,MATCH
FIG_S3,B,"pairwise difference (pair-0105, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.01642733527364748,0.01642733527364748,MATCH
FIG_S3,B,"pairwise difference (pair-0106, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.013974192304630373,0.013974192304630373,MATCH
FIG_S3,B,"pairwise difference (pair-0107, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.02500001602831714,0.02500001602831714,MATCH
FIG_S3,B,"pairwise difference (pair-0108, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.04191468656125896,0.04191468656125896,MATCH
FIG_S3,B,"pairwise difference (pair-0109, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.07874474470399373,0.07874474470399373,MATCH
FIG_S3,B,"pairwise difference (pair-0204, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.08251333253652737,0.08251333253652737,MATCH
FIG_S3,B,"pairwise difference (pair-0205, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.004270580718121919,0.004270580718121919,MATCH
FIG_S3,B,"pairwise difference (pair-0206, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.09112834208970333,0.09112834208970333,MATCH
FIG_S3,B,"pairwise difference (pair-0207, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.15017336834060935,0.15017336834060935,MATCH
FIG_S3,B,"pairwise difference (pair-0208, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.057997959751811656,0.057997959751811656,MATCH
FIG_S3,B,"pairwise difference (pair-0209, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.027717635719505918,0.027717635719505918,MATCH
FIG_S3,B,"pairwise difference (pair-0304, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.05817795555799765,0.05817795555799765,MATCH
FIG_S3,B,"pairwise difference (pair-0405, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.03157547140954364,0.03157547140954364,MATCH
FIG_S3,B,"pairwise difference (pair-0406, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.0248072618430335,0.0248072618430335,MATCH
FIG_S3,B,"pairwise difference (pair-0407, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.04399115936677178,0.04399115936677178,MATCH
FIG_S3,B,"pairwise difference (pair-0408, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.016551009212095846,0.016551009212095846,MATCH
FIG_S3,B,"pairwise difference (pair-0409, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.018224519926009042,0.018224519926009042,MATCH
FIG_S3,B,"pairwise difference (pair-0506, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.0431920532736455,0.0431920532736455,MATCH
FIG_S3,B,"pairwise difference (pair-0507, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.09951814363548306,0.09951814363548306,MATCH
FIG_S3,B,"pairwise difference (pair-0509, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.06485205095074942,0.06485205095074942,MATCH
FIG_S3,B,"pairwise difference (pair-0607, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.03832439641246976,0.03832439641246976,MATCH
FIG_S3,B,"pairwise difference (pair-0609, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.04309984713151915,0.04309984713151915,MATCH
FIG_S3,B,"pairwise difference (pair-0708, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.050000000000000044,0.050000000000000044,MATCH
FIG_S3,B,"pairwise difference (pair-0709, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.0973583980392485,0.0973583980392485,MATCH
FIG_S3,B,"pairwise difference (pair-0809, failure)",outputs\earlyeval_phase1a_same_predictor_transfer\analysis\pairwise_metrics.csv,0.02146607100507114,0.02146607100507114,MATCH
FIG_S4,A,jackknife median omitting pair-0006,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.13617040153017057,0.13617040153017057,MATCH
FIG_S4,A,jackknife median omitting pair-0106,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.13872622485067848,0.13872622485067848,MATCH
FIG_S4,A,jackknife median omitting pair-0206,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.13872622485067848,0.13872622485067848,MATCH
FIG_S4,A,jackknife median omitting pair-0306,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.13715039793039946,0.13715039793039946,MATCH
FIG_S4,A,jackknife median omitting pair-0406,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.13872622485067848,0.13872622485067848,MATCH
FIG_S4,A,jackknife median omitting pair-0506,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.13617040153017057,0.13617040153017057,MATCH
FIG_S4,A,jackknife median omitting pair-0607,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.13617040153017057,0.13617040153017057,MATCH
FIG_S4,A,jackknife median omitting pair-0608,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.13872622485067848,0.13872622485067848,MATCH
FIG_S4,A,jackknife median omitting pair-0609,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.13617040153017057,0.13617040153017057,MATCH
FIG_S4,A,full-sample baseline median,outputs\earlyeval_phase1a_d_target_persistence\analysis\primary_gate.json,0.1377462284504496,0.1377462284504496,MATCH
FIG_S4,A,jackknife minimum absolute median,outputs\earlyeval_phase1a_d_target_persistence\analysis\primary_gate.json,0.13617040153017057,0.13617040153017057,MATCH
FIG_S4,B,jackknife median omitting pair-0002,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.11039703482593621,0.11039703482593621,MATCH
FIG_S4,B,jackknife median omitting pair-0102,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.11107776761037536,0.11107776761037536,MATCH
FIG_S4,B,jackknife median omitting pair-0204,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.11107776761037536,0.11107776761037536,MATCH
FIG_S4,B,jackknife median omitting pair-0205,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.11107776761037536,0.11107776761037536,MATCH
FIG_S4,B,jackknife median omitting pair-0206,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.11039703482593621,0.11039703482593621,MATCH
FIG_S4,B,jackknife median omitting pair-0207,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.11107776761037536,0.11107776761037536,MATCH
FIG_S4,B,jackknife median omitting pair-0208,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.11039703482593621,0.11039703482593621,MATCH
FIG_S4,B,jackknife median omitting pair-0209,outputs\earlyeval_phase1a_d_target_persistence\analysis\partner_jackknife.csv,0.11039703482593621,0.11039703482593621,MATCH
FIG_S4,B,full-sample baseline median,outputs\earlyeval_phase1a_d_target_persistence\analysis\primary_gate.json,0.11073740121815578,0.11073740121815578,MATCH
FIG_S4,B,jackknife minimum absolute median,outputs\earlyeval_phase1a_d_target_persistence\analysis\primary_gate.json,0.11039703482593621,0.11039703482593621,MATCH
FIG_S5,A,decided total (TARGET_1 @ 0.9),outputs\earlyeval_phase1b_threshold_robustness\analysis\secondary_descriptives.csv,3140,3140,MATCH
FIG_S5,A,decided total (TARGET_1 @ 0.925),outputs\earlyeval_phase1b_threshold_robustness\analysis\secondary_descriptives.csv,2776,2776,MATCH
FIG_S5,A,decided total (TARGET_1 @ 0.95),outputs\earlyeval_phase1b_threshold_robustness\analysis\secondary_descriptives.csv,2068,2068,MATCH
FIG_S5,A,decided total (TARGET_1 @ 0.975),outputs\earlyeval_phase1b_threshold_robustness\analysis\secondary_descriptives.csv,627,627,MATCH
FIG_S5,A,decided total (TARGET_2 @ 0.9),outputs\earlyeval_phase1b_threshold_robustness\analysis\secondary_descriptives.csv,3035,3035,MATCH
FIG_S5,A,decided total (TARGET_2 @ 0.925),outputs\earlyeval_phase1b_threshold_robustness\analysis\secondary_descriptives.csv,2698,2698,MATCH
FIG_S5,A,decided total (TARGET_2 @ 0.95),outputs\earlyeval_phase1b_threshold_robustness\analysis\secondary_descriptives.csv,2053,2053,MATCH
FIG_S5,A,decided total (TARGET_2 @ 0.975),outputs\earlyeval_phase1b_threshold_robustness\analysis\secondary_descriptives.csv,609,609,MATCH
FIG_S5,B,head decisions min (TARGET_1 @ 0.9),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,282,282,MATCH
FIG_S5,B,head decisions max (TARGET_1 @ 0.9),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,313,313,MATCH
FIG_S5,B,head decisions min (TARGET_1 @ 0.925),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,248,248,MATCH
FIG_S5,B,head decisions max (TARGET_1 @ 0.925),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,298,298,MATCH
FIG_S5,B,head decisions min (TARGET_1 @ 0.95),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,177,177,MATCH
FIG_S5,B,head decisions max (TARGET_1 @ 0.95),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,269,269,MATCH
FIG_S5,B,head decisions min (TARGET_1 @ 0.975),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,26,26,MATCH
FIG_S5,B,head decisions max (TARGET_1 @ 0.975),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,142,142,MATCH
FIG_S5,B,head decisions min (TARGET_2 @ 0.9),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,60,60,MATCH
FIG_S5,B,head decisions max (TARGET_2 @ 0.9),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,71,71,MATCH
FIG_S5,B,head decisions min (TARGET_2 @ 0.925),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,48,48,MATCH
FIG_S5,B,head decisions max (TARGET_2 @ 0.925),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,58,58,MATCH
FIG_S5,B,head decisions min (TARGET_2 @ 0.95),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,32,32,MATCH
FIG_S5,B,head decisions max (TARGET_2 @ 0.95),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,40,40,MATCH
FIG_S5,B,eligible folds (TARGET_2 @ 0.975),outputs\earlyeval_phase1b_threshold_robustness\analysis\target_threshold_summary.csv,0,0,MATCH
